File Date,Investor,Form,Put/Call,Prev Shares,Current Shares,Change (Percent),Prev Value ($K),Current Value ($K),Change (Percent),Cost Basis,Profit,Performance
3/16/18,"Aurora Financial Advisors, Llc",13F,NaN,0,55009,0,0,687,0,0,0,0
4/2/18,Hefty Wealth Partners,13F,NaN,0,67753,67753,0,751,0,751,0,0
4/2/18,Park National Corp /oh/,13F,NaN,171736,163177,-8559,2145,1808,-15.71,-100.867815,-236.132185,-11.00849347
4/2/18,Cacti Asset Management Llc,13F,NaN,25000,25000,0,312,272,-12.82,0,-40,-12.82051282
4/2/18,Hefty Wealth Partners,13F,NaN,0,67753,67753,0,751,0,751,0,0
4/2/18,Hefty Wealth Partners,13F,NaN,0,67753,67753,0,751,0,751,0,0
4/3/18,Private Trust Co Na,13F,NaN,29499,31020,1521,368,343,-6.79,17.8963902,-42.8963902,-11.65662777
4/3/18,Washington Trust Bank,13F,NaN,17375,21321,3946,217,236,8.76,46.4803286,-27.4803286,-12.6637459
4/4/18,CENTRAL TRUST Co,13F,NaN,18577,18477,-100,232,205,-11.64,-1.17917,-25.82083,-11.1296681
4/4/18,DAVENPORT & Co LLC,13F,NaN,137790,165898,28108,1720,1838.154,6.86,331.1515912,-212.9975912,-12.38358088
4/4/18,"Cornerstone Investment Partners, LLC",13F,NaN,267854,261200,-6654,3345,2894,-13.48,-78.4100706,-372.5899294,-11.13871239
4/5/18,Trust Co Of Toledo Na /oh/,13F,NaN,26219,19626,-6593,327,217,-33.64,-77.5620299,-32.4379701,-9.919868532
4/5/18,Edge Wealth Management LLC,13F,NaN,31540,39576,8036,394,438,11.17,94.6616692,-50.6616692,-12.85829168
4/5/18,Raymond James Trust N.a.,13F,NaN,49034,49534,500,612,549,-10.29,5.8911,-68.8911,-11.25671569
4/5/18,Lau Associates Llc,13F,NaN,36726,0,-36726,459,0,-100,-459,0,0
4/5/18,"West Oak Capital, LLC",13F,NaN,2447,2447,0,30,27.113,-10,0,-2.887,-9.623333333
4/5/18,Destination Wealth Management,13F,NaN,0,3676,0,0,41,0,0,0,0
4/5/18,Factory Mutual Insurance Co,13F,NaN,1256000,1256000,0,15688,13917,-11.29,0,-1771,-11.28888322
4/5/18,"VNBTrust, National Association",13F,NaN,22250,22250,0,278,247,-11.15,0,-31,-11.15107914
4/5/18,"Evanson Asset Management, LLC",13F,NaN,30297,32189,1892,378,357,-5.56,22.2945712,-43.2945712,-11.45359026
4/5/18,Lau Associates Llc,13F,NaN,36726,0,-36726,459,0,-100,-459,0,0
4/5/18,Lau Associates Llc,13F,NaN,36726,0,-36726,459,0,-100,-459,0,0
4/6/18,Charter Trust Co,13F,NaN,14295,0,-14295,179,0,-100,-179,0,0
4/6/18,Bremer Trust National Association,13F,NaN,21029,20484,-545,262,227,-13.36,-6.414868,-28.585132,-10.91035573
4/6/18,Rathbone Brothers plc,13F,NaN,10230,11230,1000,128,124,-3.12,11.777,-15.777,-12.32578125
4/6/18,"Eqis Capital Management, Inc.",13F,NaN,15065,64800,49735,188,718,281.91,585.868353,-55.868353,-29.71720904
4/6/18,"Carroll Financial Associates, Inc.",13F,NaN,9674,44674,35000,120,494,311.67,410.5885,-36.5885,-30.49041667
4/6/18,Pennsylvania Trust Co,13F,NaN,10013,0,-10013,125,0,-100,-125,0,0
4/6/18,"Corrado Advisors, Llc",13F,NaN,21715,21715,0,271,241,-11.07,0,-30,-11.0701107
4/6/18,PFG Advisors,13F,NaN,15657,15292,-365,196,169,-13.78,-4.3014885,-22.6985115,-11.58087321
4/6/18,"Kistler-Tiffany Companies, LLC",13F,NaN,13415,11959,-1456,168,133,-20.83,-17.2132688,-17.7867312,-10.58734
4/6/18,"Lowe Wealth Advisors, LLC",13F,NaN,4342,4342,0,54,48,-11.11,0,-6,-11.11111111
4/6/18,Charter Trust Co,13F,NaN,14295,0,-14295,179,0,-100,-179,0,0
4/6/18,Pennsylvania Trust Co,13F,NaN,10013,0,-10013,125,0,-100,-125,0,0
4/6/18,Charter Trust Co,13F,NaN,14295,0,-14295,179,0,-100,-179,0,0
4/6/18,Pennsylvania Trust Co,13F,NaN,10013,0,-10013,125,0,-100,-125,0,0
4/7/18,Lesa Sroufe & Co,13F,NaN,324429,324046,-383,4052,3590,-11.4,-4.5133486,-457.4866514,-11.2903912
4/9/18,"Contravisory Investment Management, Inc.",13F,NaN,1000,1015,15,12,11,-8.33,0.1712805,-1.1712805,-9.760670833
4/9/18,CenturyLink Investment Management Co,13F,NaN,74256,74256,0,927,823,-11.22,0,-104,-11.21898598
4/9/18,Eastern Bank,13F,NaN,41273,40573,-700,515,450,-12.62,-8.24915,-56.75085,-11.01958252
4/9/18,"Polaris Wealth Advisory Group, LLC",13F,NaN,1884740,10192,-1874548,23540,113,-99.52,-22098.1091,-1328.890902,-5.645245973
4/9/18,"BLB&B Advisors, LLC",13F,NaN,222302,225980,3678,2777,2504,-9.83,43.3500114,-316.3500114,-11.39179011
4/9/18,"Summit Financial Wealth Advisors, LLC",13F/A,NaN,0,13026,13026,0,144,0,144,0,0
4/9/18,"Koshinski Asset Management, Inc.",13F,NaN,16453,0,-16453,206,0,-100,-206,0,0
4/9/18,First PREMIER Bank,13F,NaN,350,1100,750,4,12,200,8.3766,-0.3766,-9.415
4/9/18,Bridge Creek Capital Management LLC,13F,NaN,0,251585,6600,0,2788,0,0,0,0
4/9/18,Trust Co,13F,NaN,3070,3070,0,38,34,-10.53,0,-4,-10.52631579
4/9/18,Founders Capital Management,13F,NaN,0,2000,0,0,22,0,0,0,0
4/9/18,"Koshinski Asset Management, Inc.",13F,NaN,16453,0,-16453,206,0,-100,-206,0,0
4/10/18,"Simon Quick Advisors, Llc",13F/A,NaN,40820,0,-40820,489,0,-100,-489,0,0
4/10/18,Rockland Trust Co,13F,NaN,30792,25792,-5000,385,286,-25.71,-58.98,-40.02,-10.39480519
4/10/18,Gradient Investments LLC,13F,NaN,7080,9968,2888,88,110,25,33.8828824,-11.8828824,-13.50327545
4/10/18,"Nisa Investment Advisors, Llc",13F,NaN,987068,931028,-56040,12328,10185,-17.38,-656.48058,-1486.51942,-12.05807446
4/10/18,Gierl Augustine Investment Management Inc,13F,NaN,3626,3690,64,45,40,-11.11,0.7440128,-5.7440128,-12.76447289
4/10/18,American National Bank,13F,NaN,10000,1910,-8090,125,21,-83.2,-95.036466,-8.963534,-7.1708272
4/10/18,Private Bank & Trust Co,13F,NaN,21462,11900,-9562,269,132,-50.93,-112.9568622,-24.0431378,-8.937969442
4/10/18,Farmers & Merchants Trust Co of Chambersburg PA,13F,NaN,1391,1391,0,17,15.412,-11.76,0,-1.588,-9.341176471
4/10/18,"Chevy Chase Trust Holdings, Inc.",13F,NaN,3693433,3613118,-80315,46131,40034,-13.22,-946.5203065,-5150.479694,-11.16489929
4/10/18,ACG Wealth,13F,NaN,16321,14572,-1749,204,161,-21.08,-20.5925511,-22.4074489,-10.98404358
4/10/18,Hartford Financial Management Inc.,13F,NaN,3120,3129,9,38,34,-10.53,0.1037052,-4.1037052,-10.79922421
4/10/18,Andra AP-fonden,13F,NaN,194000,285500,91500,2423,3163,30.54,1078.2543,-338.2543,-13.96014445
4/10/18,Norway Savings Bank,13F,NaN,4615,0,-4615,58,0,-100,-58,0,0
4/10/18,Accuvest Global Advisors,13F,NaN,452,527,75,6,6,0,0.924735,-0.924735,-15.41225
4/10/18,Trust Department Mb Financial Bank N A,13F,NaN,12777,13777,1000,160,153,-4.37,11.814,-18.814,-11.75875
4/10/18,"Divergent Wealth Advisors, Llc",13F,NaN,0,16940,0,0,188,0,0,0,0
4/10/18,"Simon Quick Advisors, Llc",13F/A,NaN,40820,0,-40820,489,0,-100,-489,0,0
4/10/18,Norway Savings Bank,13F,NaN,4615,0,-4615,58,0,-100,-58,0,0
4/10/18,Norway Savings Bank,13F,NaN,4615,0,-4615,58,0,-100,-58,0,0
4/11/18,Northpointe Capital Llc,13F,NaN,0,178652,0,0,1979,0,0,0,0
4/11/18,Stock Yards Bank & Trust Co,13F,NaN,29435,29435,0,367,326,-11.17,0,-41,-11.17166213
4/11/18,Burke & Herbert Bank & Trust Co,13F,NaN,32965,32965,0,412,365,-11.41,0,-47,-11.40776699
4/11/18,"LifePlan Financial Group, Inc",13F,NaN,320,920,600,5,10,100,7.94838,-2.94838,-58.9676
4/11/18,"Horrell Capital Management, Inc.",13F,NaN,1000,1000,0,13,11,-15.38,0,-2,-15.38461538
4/11/18,O'Brien Wealth Partners LLC,13F,NaN,0,543,0,0,6,0,0,0,0
4/11/18,Atlantic Union Bankshares Corp,13F,NaN,14719,12931,-1788,183,143,-21.86,-21.0014904,-18.9985096,-10.38169923
4/11/18,Bach Investment Advisors Ltd,13F,Call,37500,12500,-25000,468,139,-70.3,-295,-34,-7.264957265
4/11/18,Bach Investment Advisors Ltd,13F,Put,12500,12500,0,156,139,-10.9,0,-17,-10.8974359
4/11/18,"Portfolio Solutions, LLC",13F,NaN,0,556,0,0,6,0,0,0,0
4/11/18,"First Capital Advisors Group, LLC.",13F,NaN,0,1270,0,0,14,0,0,0,0
4/11/18,Alpha Windward Llc,13F,NaN,12503,14210,1707,156,157,0.64,20.0790996,-19.0790996,-12.23019205
4/11/18,Investors Asset Management Of Georgia Inc /ga/ /adv,13F,NaN,92202,92536,334,1152,1025,-11.02,3.936357,-130.936357,-11.36600321
4/11/18,Rhenman & Partners Asset Management AB,13F,NaN,28404,42606,14202,355,472,32.96,167.4160164,-50.4160164,-14.20169476
4/11/18,DnB Asset Management AS,13F,NaN,395692,426792,31100,4942,4728.855,-4.33,366.50728,-579.65228,-11.7291032
4/11/18,Gofen & Glossberg Llc /il/,13F,NaN,40283,15283,-25000,503,169,-66.4,-294.3075,-39.6925,-7.891153082
4/11/18,South Texas Money Management Ltd,13F,NaN,2693748,2691076,-2672,33645,29817,-11.38,-31.48952,-3796.51048,-11.2840258
4/12/18,"Legacy Financial Advisors, Inc.",13F,NaN,379,379,0,4,4,0,0,0,0
4/12/18,Acadian Asset Management Llc,13F,NaN,45862,770,-45092,572,9,-98.43,-544.7248876,-18.2751124,-3.19494972
4/12/18,"Ipswich Investment Management Co., Inc.",13F,NaN,10360,10360,0,129,115,-10.85,0,-14,-10.85271318
4/12/18,"Integrated Investment Consultants, LLC",13F,NaN,11649,11649,0,139,129,-7.19,0,-10,-7.194244604
4/12/18,First Command Bank,13F,NaN,6219,6219,0,77,68.907,-11.69,0,-8.093,-10.51038961
4/12/18,Signature Wealth Management Group,13F,NaN,213881,2854,-211027,2671,32,-98.8,-2500.733258,-138.2667419,-5.176590861
4/12/18,"First Command Financial Services, Inc.",13F,NaN,6219,6219,0,77,69,-10.39,0,-8,-10.38961039
4/12/18,James Investment Research Inc,13F,NaN,751730,787010,35280,9389,8720,-7.13,415.771272,-1084.771272,-11.55364013
4/12/18,"Stonehearth Capital Management, LLC",13F,NaN,2200,0,-2200,27,0,-100,-27,0,0
4/12/18,Sicart Associates LLC,13F,NaN,40000,40000,0,500,443,-11.4,0,-57,-11.4
4/12/18,"Bogart Wealth, LLC",13F,NaN,3000,3000,0,37,34,-8.11,0,-3,-8.108108108
4/12/18,Exxonmobil Investment Management Inc /tx,13F,NaN,620348,597433,-22915,7748,6620,-14.56,-270.0601495,-857.9398505,-11.07304918
4/12/18,Prospera Financial Services Inc,13F,NaN,45353,47074,1721,577,526,-8.84,20.5628522,-71.5628522,-12.40257404
4/12/18,Gateway Investment Advisers Llc,13F,NaN,3064626,3025102,-39524,38277,33518,-12.43,-465.7863876,-4293.213612,-11.21617058
4/12/18,"Valeo Financial Advisors, LLC",13F,NaN,195098,202455,7357,2437,2243,-7.96,86.7029807,-280.7029807,-11.51838247
4/12/18,Oregon Public Employees Retirement Fund,13F,NaN,2554662,2564936,10274,31908,28419,-10.93,121.07909,-3610.07909,-11.31402498
4/12/18,City Holding Co,13F,NaN,29226,29226,0,365,324,-11.23,0,-41,-11.23287671
4/12/18,"Stonehearth Capital Management, LLC",13F,NaN,2200,0,-2200,27,0,-100,-27,0,0
4/12/18,Exxonmobil Investment Management Inc /tx,13F,NaN,620348,597433,-22915,7748,6620,-14.56,-270.0601495,-857.9398505,-11.07304918
4/12/18,"Stonehearth Capital Management, LLC",13F,NaN,2200,0,-2200,27,0,-100,-27,0,0
4/12/18,Exxonmobil Investment Management Inc /tx,13F,NaN,620348,597433,-22915,7748,6620,-14.56,-270.0601495,-857.9398505,-11.07304918
4/13/18,North Star Investment Management Corp.,13F,NaN,200078,225511,25433,2499,2499,0,299.7482514,-299.7482514,-11.99472795
4/13/18,Bank Of Montreal /can/,13F,Put,100000,0,-100000,1249,0,-100,-1249,0,0
4/13/18,Calamos Advisors LLC,13F,NaN,1365045,1369256,4211,17049,15172,-11.01,49.6270561,-1926.627056,-11.30052822
4/13/18,Bank Of Montreal /can/,13F,NaN,11232535,12131666,899131,140294,134417,-4.19,10596.16892,-16473.16892,-11.74189126
4/13/18,Farmers Trust Co,13F,NaN,249774,12674,-237100,3120,141,-95.48,-2799.72422,-179.27578,-5.74601859
4/13/18,National Pension Service,13F,NaN,3499346,3639890,140544,43707,40330,-7.73,1656.31104,-5033.31104,-11.51602956
4/13/18,"Lenox Wealth Advisors, LLC",13F,NaN,0,5100,5100,0,57,0,57,0,0
4/13/18,"Visionary Asset Management, Inc.",13F,NaN,212245,213559,1314,2651,2381,-10.18,15.5310858,-285.5310858,-10.77069354
4/13/18,Polianta Ltd,13F,NaN,98100,112100,14000,1225,1242,1.39,164.9662,-147.9662,-12.07887347
4/13/18,Steinberg Global Asset Management,13F,NaN,444998,403385,-41613,5558,4470,-19.58,-490.4341728,-597.5658272,-10.75145425
4/13/18,"Northwest Wealth Management, Llc",13F,NaN,0,3497,0,0,38,0,0,0,0
4/13/18,Signature Estate & Investment Advisors Llc,13F,NaN,14928,0,-14928,186,0,-100,-186,0,0
4/13/18,Bank Of Montreal /can/,13F,Put,100000,0,-100000,1249,0,-100,-1249,0,0
4/13/18,Signature Estate & Investment Advisors Llc,13F,NaN,14928,0,-14928,186,0,-100,-186,0,0
4/13/18,Bank Of Montreal /can/,13F,Put,100000,0,-100000,1249,0,-100,-1249,0,0
4/13/18,Signature Estate & Investment Advisors Llc,13F,NaN,14928,0,-14928,186,0,-100,-186,0,0
4/16/18,IFC Holdings Incorporated/FL,13F,NaN,97197,0,-97197,1207,0,-100,-1207,0,0
4/16/18,"Capital Investment Advisors, LLC",13F,NaN,218470,224078,5608,2729,2483,-9.01,66.0970096,-312.0970096,-11.43631402
4/16/18,"Wealthsource Partners, Llc",13F/A,NaN,12723,13828,1105,159,153,-3.77,13.017784,-19.017784,-11.96087044
4/16/18,Nwam Llc,13F,NaN,48695,41821,-6874,608,463,-23.85,-80.9647216,-64.0352784,-10.53211816
4/16/18,Riggs Asset Managment Co. Inc.,13F,NaN,533,0,-533,7,0,-100,-7,0,0
4/16/18,"Highland Capital Management, Llc",13F,NaN,401458,380644,-20814,5014,4218,-15.88,-245.2992342,-550.7007658,-10.98326218
4/16/18,Stonebridge Capital Management Inc,13F,NaN,12000,11000,-1000,159,124,-22.01,-12.2614,-22.7386,-14.30100629
4/16/18,"Westside Investment Management, Inc.",13F,NaN,36762,33764,-2998,483,366.677,-24.22,-35.9739014,-80.3490986,-16.63542414
4/16/18,"Raymond James Financial Services Advisors, Inc.",13F,NaN,1637252,1607084,-30168,20449,17806,-12.92,-355.5238464,-2287.476154,-11.18624947
4/16/18,"Raymond James Financial Services Advisors, Inc.",13F,Call,63800,47600,-16200,61,28,-54.1,-12.50964,-20.49036,-33.5907541
4/16/18,Midas Management Corp,13F,NaN,160000,160000,0,1998,1773,-11.26,0,-225,-11.26126126
4/16/18,"Santori & Peters, Inc.",13F,NaN,2992,0,-2992,31,0,-100,0,0,0
4/16/18,Interactive Financial Advisors,13F,NaN,400,400,0,5,4,-20,0,-1,-20
4/16/18,Moody National Bank Trust Division,13F,NaN,40225,40225,0,503,446,-11.33,0,-57,-11.33200795
4/16/18,"Horan Securities, Inc.",13F,NaN,3356,3242,-114,44,37,-15.91,-1.3978452,-5.6021548,-12.73217
4/16/18,Orrstown Financial Services Inc,13F,NaN,500,500,0,6,6,0,0,0,0
4/16/18,"Rand Wealth, Llc",13F,NaN,14300,14300,0,179,158,-11.73,0,-21,-11.73184358
4/16/18,Perkins Coie Trust Co,13F,NaN,171,171,0,2,2,0,0,0,0
4/16/18,"Crossmark Global Holdings, Inc.",13F,NaN,417643,394611,-23032,5216,4372,-16.18,-271.4136944,-572.5863056,-10.97749819
4/16/18,Coastline Trust Co,13F,NaN,0,11610,11610,0,129,0,129,0,0
4/16/18,AMG National Trust Bank,13F,NaN,100100,100100,0,1250,1109,-11.28,0,-141,-11.28
4/16/18,Sii Investments Inc/wi,13F,NaN,73622,0,-73622,915,0,-100,-915,0,0
4/16/18,"WESPAC Advisors SoCal, LLC",13F,NaN,6000,6000,0,74,66,-10.81,0,-8,-10.81081081
4/16/18,"Probity Advisors, Inc.",13F,NaN,11909,0,-11909,149,0,-100,-149,0,0
4/16/18,Ledyard National Bank,13F,NaN,38833,48109,9276,485,533,9.9,109.3102392,-61.3102392,-12.64128643
4/16/18,IFC Holdings Incorporated/FL,13F,NaN,97197,0,-97197,1207,0,-100,-1207,0,0
4/16/18,Riggs Asset Managment Co. Inc.,13F,NaN,533,0,-533,7,0,-100,-7,0,0
4/16/18,"Santori & Peters, Inc.",13F,NaN,2992,0,-2992,31,0,-100,0,0,0
4/16/18,Sii Investments Inc/wi,13F,NaN,73622,0,-73622,915,0,-100,-915,0,0
4/16/18,"Probity Advisors, Inc.",13F,NaN,11909,0,-11909,149,0,-100,-149,0,0
4/16/18,IFC Holdings Incorporated/FL,13F,NaN,97197,0,-97197,1207,0,-100,-1207,0,0
4/16/18,Riggs Asset Managment Co. Inc.,13F,NaN,533,0,-533,7,0,-100,-7,0,0
4/16/18,"Santori & Peters, Inc.",13F,NaN,2992,0,-2992,31,0,-100,0,0,0
4/16/18,Sii Investments Inc/wi,13F,NaN,73622,0,-73622,915,0,-100,-915,0,0
4/16/18,"Probity Advisors, Inc.",13F,NaN,11909,0,-11909,149,0,-100,-149,0,0
4/17/18,"Calton & Associates, Inc.",13F,NaN,59474,67731,8257,711,750,5.49,95.071098,-56.071098,-7.88623038
4/17/18,Atlas Capital Advisors Llc,13F,NaN,0,4186,0,0,46.381,0,46.381,0,0
4/17/18,Norris Perne & French Llp/mi,13F,NaN,50579,16779,-33800,632,186,-70.57,-398.51214,-47.48786,-7.513901899
4/17/18,Hengehold Capital Management Llc,13F,NaN,182472,186942,4470,2279,2071,-9.13,52.674033,-260.674033,-11.43808833
4/17/18,"Legacy Advisors, LLC",13F,NaN,2870,7870,5000,35,89,154.29,58.7595,-4.7595,-13.59857143
4/17/18,Prio Wealth Limited Partnership,13F,NaN,11200,11200,0,139,124,-10.79,0,-15,-10.79136691
4/17/18,Aries Wealth Management,13F,NaN,32435,27435,-5000,389,314,-19.28,-58.596,-16.404,-4.216966581
4/17/18,"Sawyer & Company, Inc",13F,NaN,7486,7486,0,94,83,-11.7,0,-11,-11.70212766
4/17/18,Farmers & Merchants Investments Inc,13F,NaN,4101,4141,40,51,46,-9.8,0.470888,-5.470888,-10.72723137
4/17/18,Ingalls & Snyder Llc,13F,NaN,1181510,1175645,-5865,14757,13026,-11.73,-69.1184385,-1661.881562,-11.26164913
4/17/18,"Benjamin F. Edwards & Company, Inc.",13F,NaN,72978,68068,-4910,912,754,-17.32,-57.87417,-100.12583,-10.97870943
4/17/18,Hermes Investment Management Ltd,13F,NaN,1975502,2081877,106375,24674,23067,-6.51,1253.618738,-2860.618738,-11.59365623
4/17/18,"Benjamin F. Edwards & Company, Inc.",13F,Put,800,800,0,10,9,-10,0,-1,-10
4/17/18,First Financial Corp /in/,13F,NaN,2819,2819,0,35,31,-11.43,0,-4,-11.42857143
4/17/18,"Townsend & Associates, Inc",13F,NaN,134298,202135,67837,1677,2240,33.57,799.4183428,-236.4183428,-14.09769486
4/17/18,Monument Capital Management,13F,NaN,0,200,0,0,2,0,0,0,0
4/17/18,"Watermark Asset Management, Inc.",13F,NaN,1000,1000,0,12,11,-8.33,0,-1,-8.333333333
4/17/18,"Physicians Financial Services, Inc.",13F,NaN,12423,0,-12423,155,0,-100,-155,0,0
4/17/18,Hoertkorn Richard Charles,13F,NaN,216759,220168,3409,2707,2439,-9.9,40.1689288,-308.1689288,-11.38414957
4/17/18,Narwhal Capital Management,13F,NaN,184110,142405,-41705,2300,1578,-31.39,-491.568494,-230.431506,-10.01876113
4/17/18,"Schneider Downs Wealth Management Advisors, LP",13F,NaN,0,11960,0,0,133,0,0,0,0
4/17/18,"Naples Global Advisors, Llc",13F,NaN,99725,101625,1900,1246,1126,-9.63,22.39568,-142.39568,-11.42822472
4/17/18,"Pinnacle Advisory Group, Inc.",13F,NaN,10744,0,-10744,134,0,-100,-134,0,0
4/17/18,"Atlas Brown,Inc.",13F,NaN,11074,11081,7,133,123,-7.52,0.0808857,-10.0808857,-7.579613308
4/17/18,"Physicians Financial Services, Inc.",13F,NaN,12423,0,-12423,155,0,-100,-155,0,0
4/17/18,"Pinnacle Advisory Group, Inc.",13F,NaN,10744,0,-10744,134,0,-100,-134,0,0
4/17/18,"Physicians Financial Services, Inc.",13F,NaN,12423,0,-12423,155,0,-100,-155,0,0
4/17/18,"Pinnacle Advisory Group, Inc.",13F,NaN,10744,0,-10744,134,0,-100,-134,0,0
4/18/18,"Carlton Hofferkamp & Jenks Wealth Management, LLC",13F,NaN,12827,13646,819,160,148,-7.5,9.5492943,-21.5492943,-13.46830894
4/18/18,"Integral Derivatives, LLC",13F,Call,197300,0,-197300,2464,0,-100,-2464,0,0
4/18/18,Accredited Investors Inc.,13F,NaN,0,10086,10086,0,112,0,112,0,0
4/18/18,"Livforsakringsbolaget Skandia, Omsesidigt",13F/A,NaN,456143,456143,0,5697,5054,-11.29,0,-643,-11.28664209
4/18/18,"Cornerstone Advisors, Inc.",13F,NaN,7136,5528,-1608,89,61,-31.46,-18.8994672,-9.1005328,-10.22531775
4/18/18,Culbertson A N & Co Inc,13F,NaN,125933,114780,-11153,1573,1272,-19.14,-131.4537192,-169.5462808,-10.77853025
4/18/18,Old National Bancorp /in/,13F,NaN,17873,33343,15470,223,369,65.47,182.111293,-36.111293,-16.19340493
4/18/18,"E&G Advisors, LP",13F,NaN,26425,26425,0,330,293,-11.21,0,-37,-11.21212121
4/18/18,Deprince Race & Zollo Inc,13F,NaN,2003782,2039952,36170,25027,22603,-9.69,426.26345,-2850.26345,-11.38875395
4/18/18,"Armbruster Capital Management, Inc.",13F,NaN,600,600,0,7,7,0,0,0,0
4/18/18,Louisiana State Employees Retirement System,13F,NaN,236200,238300,2100,2950,2640,-10.51,24.74619,-334.74619,-11.34732847
4/18/18,Creative Planning,13F,Call,0,500,500,0,0,0,0,0,0
4/18/18,"RB Capital Management, LLC",13F,NaN,0,10052,10052,0,111,-1.77,111,0,-0.020511239
4/18/18,FNY Managed Accounts LLC,13F,NaN,0,391,-180,0,4,0,0,0,0
4/18/18,Hexavest Inc.,13F,NaN,4573391,4572667,-724,57122,50665,-11.3,-8.53234,-6448.46766,-11.28893887
4/18/18,"Sonora Investment Management, LLC",13F,NaN,876,929,53,10,10.29,0,0.596038,-0.306038,-3.06038
4/18/18,Creative Planning,13F,NaN,736015,720152,-15863,9193,7979,-13.21,-186.9438687,-1027.056131,-11.17215415
4/18/18,"Murphy, Middleton, Hinkle & Parker, Inc.",13F,NaN,11551,11550,-1,144,128,-11.11,-0.0117744,-15.9882256,-11.10293444
4/18/18,Creative Planning,13F,Put,12500,21500,9000,0,3,200,3,0,200
4/18/18,"WealthTrust-Arizona, LLC",13F,NaN,3930,4189,259,49,46,-6.12,3.0366973,-6.0366973,-12.31979041
4/18/18,Independence Bank of Kentucky,13F,NaN,78325,36620,-41705,978,406,-58.49,-491.560153,-80.439847,-8.224933231
4/18/18,Oakbrook Investments Llc,13F,NaN,138400,0,-138400,1729,0,-100,-1729,0,0
4/18/18,"Tiaa, Fsb",13F,NaN,30446,30099,-347,380,333,-12.37,-4.0849881,-42.9150119,-11.29342418
4/18/18,"Stuart Chaussee & Associates, Inc.",13F,NaN,21935,0,-21935,274,0,-100,0,0,0
4/18/18,Guidant Wealth Advisors,13F/A,NaN,342,342,0,4,3,-25,0,-1,-25
4/18/18,"Community Bank & Trust, Waco, Texas",13F,NaN,96700,75286,-21414,1208,834,-30.96,-252.36399,-121.63601,-10.06920613
4/18/18,Regions Financial Corp,13F,NaN,119910,116190,-3720,1498,1287,-14.09,-43.839084,-167.160916,-11.15893965
4/18/18,"Integral Derivatives, LLC",13F,Put,15200,40900,25700,190,453,138.42,302.94903,-39.94903,-21.02580526
4/18/18,"Integral Derivatives, LLC",13F,NaN,17808,26008,8200,222,288,29.73,96.51318,-30.51318,-13.74467568
4/18/18,Cordasco Financial Network,13F,NaN,3000,4032,1032,37,45,21.62,12.122904,-4.122904,-11.14298378
4/18/18,Girard Partners Ltd.,13F,NaN,32622,33943,1321,407,376,-7.62,15.5571528,-46.5571528,-11.43910388
4/18/18,"Integral Derivatives, LLC",13F,Call,197300,0,-197300,2464,0,-100,-2464,0,0
4/18/18,FNY Managed Accounts LLC,13F/A,NaN,571,391,-180,7,4,-42.86,-2.024046,-0.975954,-13.9422
4/18/18,"Stuart Chaussee & Associates, Inc.",13F,NaN,21935,0,-21935,274,0,-100,0,0,0
4/18/18,"Integral Derivatives, LLC",13F,Put,15200,40900,25700,190,453,138.42,302.94903,-39.94903,-21.02580526
4/18/18,"Integral Derivatives, LLC",13F,NaN,17808,26008,8200,222,288,29.73,96.51318,-30.51318,-13.74467568
4/18/18,"Integral Derivatives, LLC",13F,Call,197300,0,-197300,2464,0,-100,-2464,0,0
4/18/18,FNY Managed Accounts LLC,13F/A,NaN,571,391,-180,7,4,-42.86,-2.024046,-0.975954,-13.9422
4/18/18,"Stuart Chaussee & Associates, Inc.",13F,NaN,21935,0,-21935,274,0,-100,0,0,0
4/18/18,"Integral Derivatives, LLC",13F,Put,15200,40900,25700,190,453,138.42,302.94903,-39.94903,-21.02580526
4/18/18,"Integral Derivatives, LLC",13F,NaN,17808,26008,8200,222,288,29.73,96.51318,-30.51318,-13.74467568
4/19/18,Valley National Advisers Inc,13F,NaN,1794,1796,2,22,20,-9.09,0.023399,-2.023399,-9.197268182
4/19/18,Boyd Watterson Asset Management Llc/oh,13F,NaN,57337,53701,-3636,716,595,-16.9,-42.8455332,-78.1544668,-10.91542832
4/19/18,"Versant Capital Management, Inc",13F,NaN,337,337,0,4,3,-25,0,-1,-25
4/19/18,Strategic Advisors LLC,13F,NaN,22769,0,-22769,284,0,-100,-284,0,0
4/19/18,StoneX Group Inc.,13F,NaN,33687,32625,-1062,421,361,-14.25,-12.5117406,-47.4882594,-11.27987159
4/19/18,"Webster Bank, N. A.",13F,NaN,4474,2474,-2000,56,28,-50,-23.8344,-4.1656,-7.438571429
4/19/18,"State of Alaska, Department of Revenue",13F,NaN,437698,456988,19290,5465,5063,-7.36,227.282496,-629.282496,-11.51477577
